Year,Month,County,Registration type,Engine type,Car registration count
2009,September,Offaly,New Imports,Non electric,4
2009,October,Offaly,New Imports,Non electric,2
2009,December,Offaly,New Imports,Non electric,1
2009,January,Offaly,Used Imports,Non electric,83
2009,February,Offaly,Used Imports,Non electric,96
2009,March,Offaly,Used Imports,Non electric,77
2009,April,Offaly,Used Imports,Non electric,96
2009,May,Offaly,Used Imports,Non electric,62
2009,June,Offaly,Used Imports,Non electric,47
2009,July,Offaly,Used Imports,Non electric,60
2009,August,Offaly,Used Imports,Non electric,40
2009,September,Offaly,Used Imports,Non electric,40
2009,October,Offaly,Used Imports,Non electric,52
2009,November,Offaly,Used Imports,Non electric,44
2009,December,Offaly,Used Imports,Non electric,18
2009,January,Offaly,New Irish Registrations,Hybrid,1
2009,February,Offaly,New Irish Registrations,Hybrid,2
2009,May,Offaly,New Irish Registrations,Hybrid,1
2009,June,Offaly,New Irish Registrations,Hybrid,1
2009,January,Offaly,New Imports,Hybrid,1
2009,February,Offaly,New Imports,Hybrid,2
2009,January,Offaly,Used Imports,Hybrid,1
2009,February,Offaly,Used Imports,Hybrid,1
2009,April,Offaly,Used Imports,Hybrid,1
2009,May,Offaly,Used Imports,Hybrid,1
2009,October,Offaly,Used Imports,Hybrid,1
2009,January,Westmeath,New Irish Registrations,Non electric,233
2009,February,Westmeath,New Irish Registrations,Non electric,172
2009,March,Westmeath,New Irish Registrations,Non electric,96
2009,April,Westmeath,New Irish Registrations,Non electric,65
2009,May,Westmeath,New Irish Registrations,Non electric,54
2009,June,Westmeath,New Irish Registrations,Non electric,59
2009,July,Westmeath,New Irish Registrations,Non electric,54
2009,August,Westmeath,New Irish Registrations,Non electric,35
2009,September,Westmeath,New Irish Registrations,Non electric,26
2009,October,Westmeath,New Irish Registrations,Non electric,17
2009,November,Westmeath,New Irish Registrations,Non electric,2
2009,December,Westmeath,New Irish Registrations,Non electric,4
2009,January,Westmeath,New Imports,Non electric,5
2009,February,Westmeath,New Imports,Non electric,5
2009,March,Westmeath,New Imports,Non electric,6
2009,April,Westmeath,New Imports,Non electric,6
2009,May,Westmeath,New Imports,Non electric,8
2009,June,Westmeath,New Imports,Non electric,3
2009,July,Westmeath,New Imports,Non electric,4
2009,August,Westmeath,New Imports,Non electric,3
2009,September,Westmeath,New Imports,Non electric,4
2009,December,Westmeath,New Imports,Non electric,2
2009,January,Westmeath,Used Imports,Non electric,135
2009,February,Westmeath,Used Imports,Non electric,120
2009,March,Westmeath,Used Imports,Non electric,125
2009,April,Westmeath,Used Imports,Non electric,122
2009,May,Westmeath,Used Imports,Non electric,78
2009,June,Westmeath,Used Imports,Non electric,69
2009,July,Westmeath,Used Imports,Non electric,70
2009,August,Westmeath,Used Imports,Non electric,43
2009,September,Westmeath,Used Imports,Non electric,87
2009,October,Westmeath,Used Imports,Non electric,77
2009,November,Westmeath,Used Imports,Non electric,55
2009,December,Westmeath,Used Imports,Non electric,45
2009,January,Westmeath,New Irish Registrations,Hybrid,1
2009,May,Westmeath,New Irish Registrations,Hybrid,1
2009,June,Westmeath,Used Imports,Hybrid,1
2009,September,Westmeath,Used Imports,Hybrid,1
2009,January,Wicklow,New Irish Registrations,Non electric,401
2009,February,Wicklow,New Irish Registrations,Non electric,218
2009,March,Wicklow,New Irish Registrations,Non electric,180
2009,April,Wicklow,New Irish Registrations,Non electric,89
2009,May,Wicklow,New Irish Registrations,Non electric,82
2009,June,Wicklow,New Irish Registrations,Non electric,94
2009,July,Wicklow,New Irish Registrations,Non electric,53
2009,August,Wicklow,New Irish Registrations,Non electric,47
2009,September,Wicklow,New Irish Registrations,Non electric,65
2009,October,Wicklow,New Irish Registrations,Non electric,27
2009,November,Wicklow,New Irish Registrations,Non electric,2
2009,December,Wicklow,New Irish Registrations,Non electric,3
2009,January,Wicklow,New Imports,Non electric,7
2009,February,Wicklow,New Imports,Non electric,4
2009,March,Wicklow,New Imports,Non electric,7
2009,April,Wicklow,New Imports,Non electric,9
2009,May,Wicklow,New Imports,Non electric,3
2009,June,Wicklow,New Imports,Non electric,6
2009,July,Wicklow,New Imports,Non electric,9
2009,August,Wicklow,New Imports,Non electric,3
2009,September,Wicklow,New Imports,Non electric,1
2009,October,Wicklow,New Imports,Non electric,1
2009,December,Wicklow,New Imports,Non electric,1
2009,January,Wicklow,Used Imports,Non electric,119
2009,February,Wicklow,Used Imports,Non electric,116
2009,March,Wicklow,Used Imports,Non electric,128
2009,April,Wicklow,Used Imports,Non electric,143
2009,May,Wicklow,Used Imports,Non electric,105
2009,June,Wicklow,Used Imports,Non electric,65
2009,July,Wicklow,Used Imports,Non electric,67
2009,August,Wicklow,Used Imports,Non electric,79
2009,September,Wicklow,Used Imports,Non electric,76
2009,October,Wicklow,Used Imports,Non electric,78
2009,November,Wicklow,Used Imports,Non electric,60
2009,December,Wicklow,Used Imports,Non electric,50
2009,January,Wicklow,New Irish Registrations,Hybrid,6
2009,February,Wicklow,New Irish Registrations,Hybrid,2
2009,March,Wicklow,New Irish Registrations,Hybrid,1
2009,May,Wicklow,New Irish Registrations,Hybrid,1
2009,September,Wicklow,New Irish Registrations,Hybrid,1
2009,May,Wicklow,New Imports,Hybrid,1
2009,October,Wicklow,New Imports,Hybrid,1
2009,February,Wicklow,Used Imports,Hybrid,1
2009,March,Wicklow,Used Imports,Hybrid,1
2009,April,Wicklow,Used Imports,Hybrid,2
2009,July,Wicklow,Used Imports,Hybrid,2
2009,September,Wicklow,Used Imports,Hybrid,3
2009,November,Wicklow,Used Imports,Hybrid,1
2009,December,Wicklow,Used Imports,Hybrid,3
2009,January,Wexford,New Irish Registrations,Non electric,523
2009,February,Wexford,New Irish Registrations,Non electric,231
2009,March,Wexford,New Irish Registrations,Non electric,183
2009,April,Wexford,New Irish Registrations,Non electric,105
2009,May,Wexford,New Irish Registrations,Non electric,124
2009,June,Wexford,New Irish Registrations,Non electric,104
2009,July,Wexford,New Irish Registrations,Non electric,70
2009,August,Wexford,New Irish Registrations,Non electric,56
2009,September,Wexford,New Irish Registrations,Non electric,49
2009,October,Wexford,New Irish Registrations,Non electric,31
2009,November,Wexford,New Irish Registrations,Non electric,3
2009,December,Wexford,New Irish Registrations,Non electric,2
2009,January,Wexford,New Imports,Non electric,13
2009,February,Wexford,New Imports,Non electric,16
2009,March,Wexford,New Imports,Non electric,11
2009,April,Wexford,New Imports,Non electric,13
2009,May,Wexford,New Imports,Non electric,7
2009,June,Wexford,New Imports,Non electric,7
2009,July,Wexford,New Imports,Non electric,5
2009,August,Wexford,New Imports,Non electric,2
2009,September,Wexford,New Imports,Non electric,4
2009,October,Wexford,New Imports,Non electric,1
2009,November,Wexford,New Imports,Non electric,1
2009,January,Wexford,Used Imports,Non electric,147
2009,February,Wexford,Used Imports,Non electric,160
2009,March,Wexford,Used Imports,Non electric,140
2009,April,Wexford,Used Imports,Non electric,152
2009,May,Wexford,Used Imports,Non electric,126
2009,June,Wexford,Used Imports,Non electric,104
2009,July,Wexford,Used Imports,Non electric,105
2009,August,Wexford,Used Imports,Non electric,90
2009,September,Wexford,Used Imports,Non electric,98
2009,October,Wexford,Used Imports,Non electric,100
2009,November,Wexford,Used Imports,Non electric,81
2009,December,Wexford,Used Imports,Non electric,63
2009,January,Wexford,New Irish Registrations,Hybrid,2
2009,March,Wexford,New Irish Registrations,Hybrid,2
2009,April,Wexford,New Irish Registrations,Hybrid,2
2009,May,Wexford,New Irish Registrations,Hybrid,1
2009,June,Wexford,New Irish Registrations,Hybrid,1
2009,September,Wexford,New Irish Registrations,Hybrid,1
2009,October,Wexford,New Irish Registrations,Hybrid,2
2009,January,Wexford,New Imports,Hybrid,1
2009,May,Wexford,New Imports,Hybrid,1
2009,February,Wexford,Used Imports,Hybrid,1
2009,March,Wexford,Used Imports,Hybrid,1
2009,August,Wexford,Used Imports,Hybrid,1
2009,December,Wexford,Used Imports,Hybrid,1
2009,January,Cork,New Irish Registrations,Non electric,"2,077"
2009,February,Cork,New Irish Registrations,Non electric,"1,044"
2009,March,Cork,New Irish Registrations,Non electric,875
2009,April,Cork,New Irish Registrations,Non electric,434
2009,May,Cork,New Irish Registrations,Non electric,596
2009,June,Cork,New Irish Registrations,Non electric,664
2009,July,Cork,New Irish Registrations,Non electric,375
2009,August,Cork,New Irish Registrations,Non electric,258
2009,September,Cork,New Irish Registrations,Non electric,232
2009,October,Cork,New Irish Registrations,Non electric,143
2009,November,Cork,New Irish Registrations,Non electric,28
2009,December,Cork,New Irish Registrations,Non electric,17
2009,January,Cork,New Imports,Non electric,36
2009,February,Cork,New Imports,Non electric,57
2009,March,Cork,New Imports,Non electric,47
2009,April,Cork,New Imports,Non electric,39
2009,May,Cork,New Imports,Non electric,22
2009,June,Cork,New Imports,Non electric,21
2009,July,Cork,New Imports,Non electric,13
2009,August,Cork,New Imports,Non electric,8
2009,September,Cork,New Imports,Non electric,5
2009,October,Cork,New Imports,Non electric,11
2009,November,Cork,New Imports,Non electric,2
2009,December,Cork,New Imports,Non electric,2
2009,January,Cork,Used Imports,Non electric,569
2009,February,Cork,Used Imports,Non electric,618
2009,March,Cork,Used Imports,Non electric,560
2009,April,Cork,Used Imports,Non electric,562
2009,May,Cork,Used Imports,Non electric,418
2009,June,Cork,Used Imports,Non electric,372
2009,July,Cork,Used Imports,Non electric,379
2009,August,Cork,Used Imports,Non electric,295
2009,September,Cork,Used Imports,Non electric,348
2009,October,Cork,Used Imports,Non electric,293
2009,November,Cork,Used Imports,Non electric,281
2009,December,Cork,Used Imports,Non electric,180
2009,October,Cork,Used Imports,Electric,1
2009,January,Cork,New Irish Registrations,Hybrid,10
2009,February,Cork,New Irish Registrations,Hybrid,1
2009,March,Cork,New Irish Registrations,Hybrid,1
2009,April,Cork,New Irish Registrations,Hybrid,1
2009,May,Cork,New Irish Registrations,Hybrid,4
2009,July,Cork,New Irish Registrations,Hybrid,6
2009,August,Cork,New Irish Registrations,Hybrid,3
2009,September,Cork,New Irish Registrations,Hybrid,3
2009,July,Cork,New Imports,Hybrid,1
2009,February,Cork,Used Imports,Hybrid,2
2009,March,Cork,Used Imports,Hybrid,1
2009,April,Cork,Used Imports,Hybrid,1
2009,June,Cork,Used Imports,Hybrid,2
2009,July,Cork,Used Imports,Hybrid,1
2009,August,Cork,Used Imports,Hybrid,2
2009,September,Cork,Used Imports,Hybrid,5
2009,October,Cork,Used Imports,Hybrid,2
2009,November,Cork,Used Imports,Hybrid,2
2009,December,Cork,Used Imports,Hybrid,3
2009,January,Clare,New Irish Registrations,Non electric,296
2009,February,Clare,New Irish Registrations,Non electric,237
2009,March,Clare,New Irish Registrations,Non electric,202
2009,April,Clare,New Irish Registrations,Non electric,76
2009,May,Clare,New Irish Registrations,Non electric,70
2009,June,Clare,New Irish Registrations,Non electric,77
2009,July,Clare,New Irish Registrations,Non electric,55
2009,August,Clare,New Irish Registrations,Non electric,52
2009,September,Clare,New Irish Registrations,Non electric,29
2009,October,Clare,New Irish Registrations,Non electric,11
2009,November,Clare,New Irish Registrations,Non electric,10
2009,January,Clare,New Imports,Non electric,13
2009,February,Clare,New Imports,Non electric,17
2009,March,Clare,New Imports,Non electric,9
2009,April,Clare,New Imports,Non electric,5
2009,May,Clare,New Imports,Non electric,12
2009,June,Clare,New Imports,Non electric,2
2009,July,Clare,New Imports,Non electric,4
2009,August,Clare,New Imports,Non electric,3
2009,September,Clare,New Imports,Non electric,1
2009,October,Clare,New Imports,Non electric,2
2009,December,Clare,New Imports,Non electric,2
2009,January,Clare,Used Imports,Non electric,160
2009,February,Clare,Used Imports,Non electric,159
2009,March,Clare,Used Imports,Non electric,162
2009,April,Clare,Used Imports,Non electric,146
2009,May,Clare,Used Imports,Non electric,111
2009,June,Clare,Used Imports,Non electric,103
2009,July,Clare,Used Imports,Non electric,89
2009,August,Clare,Used Imports,Non electric,80
2009,September,Clare,Used Imports,Non electric,82
2009,October,Clare,Used Imports,Non electric,79
2009,November,Clare,Used Imports,Non electric,83
2009,December,Clare,Used Imports,Non electric,45
2009,March,Clare,Used Imports,Hybrid,1
2009,April,Clare,Used Imports,Hybrid,1
2009,September,Clare,Used Imports,Hybrid,1
2009,January,Kerry,New Irish Registrations,Non electric,400
2009,February,Kerry,New Irish Registrations,Non electric,211
2009,March,Kerry,New Irish Registrations,Non electric,159
2009,April,Kerry,New Irish Registrations,Non electric,76
2009,May,Kerry,New Irish Registrations,Non electric,93
2009,June,Kerry,New Irish Registrations,Non electric,101
2009,July,Kerry,New Irish Registrations,Non electric,77
2009,August,Kerry,New Irish Registrations,Non electric,44
2009,September,Kerry,New Irish Registrations,Non electric,50
2009,October,Kerry,New Irish Registrations,Non electric,24
2009,November,Kerry,New Irish Registrations,Non electric,11
2009,December,Kerry,New Irish Registrations,Non electric,3
2009,January,Kerry,New Imports,Non electric,10
2009,February,Kerry,New Imports,Non electric,7
2009,March,Kerry,New Imports,Non electric,7
2009,April,Kerry,New Imports,Non electric,5
2009,May,Kerry,New Imports,Non electric,5
2009,June,Kerry,New Imports,Non electric,7
2009,July,Kerry,New Imports,Non electric,5
2009,August,Kerry,New Imports,Non electric,4
2009,September,Kerry,New Imports,Non electric,1
2009,December,Kerry,New Imports,Non electric,2
2009,January,Kerry,Used Imports,Non electric,148
2009,February,Kerry,Used Imports,Non electric,144
2009,March,Kerry,Used Imports,Non electric,134
2009,April,Kerry,Used Imports,Non electric,157
2009,May,Kerry,Used Imports,Non electric,113
2009,June,Kerry,Used Imports,Non electric,82
2009,July,Kerry,Used Imports,Non electric,72
2009,August,Kerry,Used Imports,Non electric,74
2009,September,Kerry,Used Imports,Non electric,104
2009,October,Kerry,Used Imports,Non electric,82
2009,November,Kerry,Used Imports,Non electric,65
2009,December,Kerry,Used Imports,Non electric,47
2009,February,Kerry,New Irish Registrations,Hybrid,3
2009,April,Kerry,New Irish Registrations,Hybrid,1
2009,May,Kerry,New Irish Registrations,Hybrid,1
2009,January,Kerry,Used Imports,Hybrid,2
2009,April,Kerry,Used Imports,Hybrid,1
2009,October,Kerry,Used Imports,Hybrid,1
2009,January,Limerick,New Irish Registrations,Non electric,621
2009,February,Limerick,New Irish Registrations,Non electric,353
2009,March,Limerick,New Irish Registrations,Non electric,307
2009,April,Limerick,New Irish Registrations,Non electric,134
2009,May,Limerick,New Irish Registrations,Non electric,151
2009,June,Limerick,New Irish Registrations,Non electric,159
2009,July,Limerick,New Irish Registrations,Non electric,100
2009,August,Limerick,New Irish Registrations,Non electric,70
2009,September,Limerick,New Irish Registrations,Non electric,48
2009,October,Limerick,New Irish Registrations,Non electric,56
2009,November,Limerick,New Irish Registrations,Non electric,12
2009,December,Limerick,New Irish Registrations,Non electric,3
2009,January,Limerick,New Imports,Non electric,8
2009,February,Limerick,New Imports,Non electric,15
2009,March,Limerick,New Imports,Non electric,9
2009,April,Limerick,New Imports,Non electric,5
2009,May,Limerick,New Imports,Non electric,8
2009,June,Limerick,New Imports,Non electric,4
2009,July,Limerick,New Imports,Non electric,4
2009,August,Limerick,New Imports,Non electric,3
2009,September,Limerick,New Imports,Non electric,5
2009,December,Limerick,New Imports,Non electric,3
2009,January,Limerick,Used Imports,Non electric,186
2009,February,Limerick,Used Imports,Non electric,184
2009,March,Limerick,Used Imports,Non electric,175
2009,April,Limerick,Used Imports,Non electric,206
2009,May,Limerick,Used Imports,Non electric,124
2009,June,Limerick,Used Imports,Non electric,125
2009,July,Limerick,Used Imports,Non electric,124
2009,August,Limerick,Used Imports,Non electric,92
2009,September,Limerick,Used Imports,Non electric,75
2009,October,Limerick,Used Imports,Non electric,97
2009,November,Limerick,Used Imports,Non electric,70
2009,December,Limerick,Used Imports,Non electric,48
2009,February,Limerick,New Imports,Electric,1
2009,January,Limerick,New Irish Registrations,Hybrid,2
2009,February,Limerick,New Irish Registrations,Hybrid,1
2009,April,Limerick,New Irish Registrations,Hybrid,1
2009,November,Limerick,New Irish Registrations,Hybrid,1
2009,September,Limerick,Used Imports,Hybrid,2
2009,October,Limerick,Used Imports,Hybrid,1
2009,December,Limerick,Used Imports,Hybrid,2
2009,January,Tipperary,New Irish Registrations,Non electric,509
2009,February,Tipperary,New Irish Registrations,Non electric,304
2009,March,Tipperary,New Irish Registrations,Non electric,208
2009,April,Tipperary,New Irish Registrations,Non electric,122
2009,May,Tipperary,New Irish Registrations,Non electric,96
2009,June,Tipperary,New Irish Registrations,Non electric,120
2009,July,Tipperary,New Irish Registrations,Non electric,90
2009,August,Tipperary,New Irish Registrations,Non electric,56
2009,September,Tipperary,New Irish Registrations,Non electric,59
2009,October,Tipperary,New Irish Registrations,Non electric,38
2009,November,Tipperary,New Irish Registrations,Non electric,12
2009,December,Tipperary,New Irish Registrations,Non electric,4
2009,January,Tipperary,New Imports,Non electric,14
2009,February,Tipperary,New Imports,Non electric,12
2009,March,Tipperary,New Imports,Non electric,11
2009,April,Tipperary,New Imports,Non electric,12
2009,May,Tipperary,New Imports,Non electric,5
2009,June,Tipperary,New Imports,Non electric,11
2009,July,Tipperary,New Imports,Non electric,3
2009,August,Tipperary,New Imports,Non electric,5
2009,September,Tipperary,New Imports,Non electric,5
2009,October,Tipperary,New Imports,Non electric,3
2009,November,Tipperary,New Imports,Non electric,1
2009,December,Tipperary,New Imports,Non electric,5
2009,January,Tipperary,Used Imports,Non electric,193
2009,February,Tipperary,Used Imports,Non electric,175
2009,March,Tipperary,Used Imports,Non electric,196
2009,April,Tipperary,Used Imports,Non electric,187
2009,May,Tipperary,Used Imports,Non electric,153
2009,June,Tipperary,Used Imports,Non electric,107
2009,July,Tipperary,Used Imports,Non electric,120
2009,August,Tipperary,Used Imports,Non electric,87
2009,September,Tipperary,Used Imports,Non electric,101
2009,October,Tipperary,Used Imports,Non electric,101
2009,November,Tipperary,Used Imports,Non electric,88
2009,December,Tipperary,Used Imports,Non electric,61
2009,January,Tipperary,New Irish Registrations,Hybrid,4
2009,February,Tipperary,New Irish Registrations,Hybrid,1
2009,March,Tipperary,New Irish Registrations,Hybrid,1
2009,April,Tipperary,New Irish Registrations,Hybrid,2
2009,May,Tipperary,New Irish Registrations,Hybrid,1
2009,July,Tipperary,New Irish Registrations,Hybrid,1
2009,September,Tipperary,New Irish Registrations,Hybrid,1
2009,September,Tipperary,New Imports,Hybrid,2
2009,February,Tipperary,Used Imports,Hybrid,1
2009,May,Tipperary,Used Imports,Hybrid,2
2009,August,Tipperary,Used Imports,Hybrid,1
2009,January,Waterford,New Irish Registrations,Non electric,382
2009,February,Waterford,New Irish Registrations,Non electric,197
2009,March,Waterford,New Irish Registrations,Non electric,211
2009,April,Waterford,New Irish Registrations,Non electric,122
2009,May,Waterford,New Irish Registrations,Non electric,72
2009,June,Waterford,New Irish Registrations,Non electric,110
2009,July,Waterford,New Irish Registrations,Non electric,86
2009,August,Waterford,New Irish Registrations,Non electric,44
2009,September,Waterford,New Irish Registrations,Non electric,37
2009,October,Waterford,New Irish Registrations,Non electric,23
2009,November,Waterford,New Irish Registrations,Non electric,1
2009,December,Waterford,New Irish Registrations,Non electric,3
2009,January,Waterford,New Imports,Non electric,10
2009,February,Waterford,New Imports,Non electric,13
2009,March,Waterford,New Imports,Non electric,4
2009,April,Waterford,New Imports,Non electric,9
2009,May,Waterford,New Imports,Non electric,5
2009,June,Waterford,New Imports,Non electric,5
2009,July,Waterford,New Imports,Non electric,7
2009,August,Waterford,New Imports,Non electric,2
2009,September,Waterford,New Imports,Non electric,3
2009,October,Waterford,New Imports,Non electric,6
2009,November,Waterford,New Imports,Non electric,3
2009,December,Waterford,New Imports,Non electric,2
2009,January,Waterford,Used Imports,Non electric,129
2009,February,Waterford,Used Imports,Non electric,109
2009,March,Waterford,Used Imports,Non electric,116
2009,April,Waterford,Used Imports,Non electric,115
2009,May,Waterford,Used Imports,Non electric,66
2009,June,Waterford,Used Imports,Non electric,83
2009,July,Waterford,Used Imports,Non electric,83
2009,August,Waterford,Used Imports,Non electric,48
2009,September,Waterford,Used Imports,Non electric,62
2009,October,Waterford,Used Imports,Non electric,52
2009,November,Waterford,Used Imports,Non electric,61
2009,December,Waterford,Used Imports,Non electric,39
2009,June,Waterford,Used Imports,Electric,1
2009,August,Waterford,New Irish Registrations,Hybrid,1
2009,September,Waterford,New Irish Registrations,Hybrid,1
2009,January,Waterford,New Imports,Hybrid,1
2009,March,Waterford,Used Imports,Hybrid,1
2009,April,Waterford,Used Imports,Hybrid,1
2009,August,Waterford,Used Imports,Hybrid,1
2009,October,Waterford,Used Imports,Hybrid,1
2009,January,Cavan,New Irish Registrations,Non electric,184
2009,February,Cavan,New Irish Registrations,Non electric,118
2009,March,Cavan,New Irish Registrations,Non electric,70
2009,April,Cavan,New Irish Registrations,Non electric,31
2009,May,Cavan,New Irish Registrations,Non electric,48
2009,June,Cavan,New Irish Registrations,Non electric,39
2009,July,Cavan,New Irish Registrations,Non electric,34
2009,August,Cavan,New Irish Registrations,Non electric,23
2009,September,Cavan,New Irish Registrations,Non electric,16
2009,October,Cavan,New Irish Registrations,Non electric,11
2009,November,Cavan,New Irish Registrations,Non electric,1
2009,December,Cavan,New Irish Registrations,Non electric,2
2009,January,Cavan,New Imports,Non electric,11
2009,February,Cavan,New Imports,Non electric,18
2009,March,Cavan,New Imports,Non electric,11
2009,April,Cavan,New Imports,Non electric,12
2009,May,Cavan,New Imports,Non electric,5
2009,June,Cavan,New Imports,Non electric,7
2009,July,Cavan,New Imports,Non electric,7
2009,August,Cavan,New Imports,Non electric,5
2009,September,Cavan,New Imports,Non electric,3
2009,October,Cavan,New Imports,Non electric,1
2009,January,Cavan,Used Imports,Non electric,120
2009,February,Cavan,Used Imports,Non electric,123
2009,March,Cavan,Used Imports,Non electric,156
2009,April,Cavan,Used Imports,Non electric,155
2009,May,Cavan,Used Imports,Non electric,112
2009,June,Cavan,Used Imports,Non electric,83
2009,July,Cavan,Used Imports,Non electric,73
2009,August,Cavan,Used Imports,Non electric,62
2009,September,Cavan,Used Imports,Non electric,65
2009,October,Cavan,Used Imports,Non electric,58
2009,November,Cavan,Used Imports,Non electric,55
2009,December,Cavan,Used Imports,Non electric,43
2009,January,Cavan,New Irish Registrations,Hybrid,1
2009,June,Cavan,New Irish Registrations,Hybrid,1
2009,July,Cavan,Used Imports,Hybrid,1
2009,December,Cavan,Used Imports,Hybrid,1
2009,January,Donegal,New Irish Registrations,Non electric,268
2009,February,Donegal,New Irish Registrations,Non electric,184
2009,March,Donegal,New Irish Registrations,Non electric,160
2009,April,Donegal,New Irish Registrations,Non electric,90
2009,May,Donegal,New Irish Registrations,Non electric,78
2009,June,Donegal,New Irish Registrations,Non electric,71
2009,July,Donegal,New Irish Registrations,Non electric,57
2009,August,Donegal,New Irish Registrations,Non electric,46
2009,September,Donegal,New Irish Registrations,Non electric,47
2009,October,Donegal,New Irish Registrations,Non electric,20
2009,November,Donegal,New Irish Registrations,Non electric,4
2009,December,Donegal,New Irish Registrations,Non electric,13
2009,January,Donegal,New Imports,Non electric,71
2009,February,Donegal,New Imports,Non electric,71
2009,March,Donegal,New Imports,Non electric,51
2009,April,Donegal,New Imports,Non electric,62
2009,May,Donegal,New Imports,Non electric,29
2009,June,Donegal,New Imports,Non electric,42
2009,July,Donegal,New Imports,Non electric,36
2009,August,Donegal,New Imports,Non electric,19
2009,September,Donegal,New Imports,Non electric,12
2009,October,Donegal,New Imports,Non electric,9
2009,November,Donegal,New Imports,Non electric,11
2009,December,Donegal,New Imports,Non electric,3
2009,January,Donegal,Used Imports,Non electric,436
2009,February,Donegal,Used Imports,Non electric,406
2009,March,Donegal,Used Imports,Non electric,522
2009,April,Donegal,Used Imports,Non electric,727
2009,May,Donegal,Used Imports,Non electric,477
2009,June,Donegal,Used Imports,Non electric,353
2009,July,Donegal,Used Imports,Non electric,369
2009,August,Donegal,Used Imports,Non electric,306
2009,September,Donegal,Used Imports,Non electric,385
2009,October,Donegal,Used Imports,Non electric,307
2009,November,Donegal,Used Imports,Non electric,272
2009,December,Donegal,Used Imports,Non electric,172
2009,January,Donegal,New Irish Registrations,Hybrid,3
2009,May,Donegal,New Irish Registrations,Hybrid,1
2009,August,Donegal,New Irish Registrations,Hybrid,1
2009,April,Donegal,New Imports,Hybrid,1
2009,July,Donegal,New Imports,Hybrid,1
2009,October,Donegal,New Imports,Hybrid,1
2009,September,Donegal,Used Imports,Hybrid,2
2009,October,Donegal,Used Imports,Hybrid,1
2009,November,Donegal,Used Imports,Hybrid,1
2009,December,Donegal,Used Imports,Hybrid,2
2009,January,Monaghan,New Irish Registrations,Non electric,142
2009,February,Monaghan,New Irish Registrations,Non electric,54
2009,March,Monaghan,New Irish Registrations,Non electric,61
2009,April,Monaghan,New Irish Registrations,Non electric,50
2009,May,Monaghan,New Irish Registrations,Non electric,53
2009,June,Monaghan,New Irish Registrations,Non electric,22
2009,July,Monaghan,New Irish Registrations,Non electric,22
2009,August,Monaghan,New Irish Registrations,Non electric,15
2009,September,Monaghan,New Irish Registrations,Non electric,9
2009,October,Monaghan,New Irish Registrations,Non electric,4
2009,November,Monaghan,New Irish Registrations,Non electric,1
2009,January,Monaghan,New Imports,Non electric,12
2009,February,Monaghan,New Imports,Non electric,15
2009,March,Monaghan,New Imports,Non electric,14
2009,April,Monaghan,New Imports,Non electric,7
2009,May,Monaghan,New Imports,Non electric,5
2009,June,Monaghan,New Imports,Non electric,6
2009,July,Monaghan,New Imports,Non electric,6
2009,August,Monaghan,New Imports,Non electric,7
2009,September,Monaghan,New Imports,Non electric,6
2009,October,Monaghan,New Imports,Non electric,2
2009,January,Monaghan,Used Imports,Non electric,151
2009,February,Monaghan,Used Imports,Non electric,137
2009,March,Monaghan,Used Imports,Non electric,155
2009,April,Monaghan,Used Imports,Non electric,197
2009,May,Monaghan,Used Imports,Non electric,112
2009,June,Monaghan,Used Imports,Non electric,106
2009,July,Monaghan,Used Imports,Non electric,130
2009,August,Monaghan,Used Imports,Non electric,103
2009,September,Monaghan,Used Imports,Non electric,88
2009,October,Monaghan,Used Imports,Non electric,92
2009,November,Monaghan,Used Imports,Non electric,59
2009,December,Monaghan,Used Imports,Non electric,60
2009,January,Monaghan,Used Imports,Hybrid,1
2009,May,Monaghan,Used Imports,Hybrid,1
2009,August,Monaghan,Used Imports,Hybrid,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
