Year,Month,County,Registration type,Engine type,Car registration count
2008,July,Wexford,New Irish Registrations,Hybrid,10
2008,August,Wexford,New Irish Registrations,Hybrid,2
2008,September,Wexford,New Irish Registrations,Hybrid,1
2008,February,Wexford,Used Imports,Hybrid,1
2008,June,Wexford,Used Imports,Hybrid,1
2008,October,Wexford,Used Imports,Hybrid,1
2008,January,Cork,New Irish Registrations,Non electric,"5,997"
2008,February,Cork,New Irish Registrations,Non electric,"2,898"
2008,March,Cork,New Irish Registrations,Non electric,"2,276"
2008,April,Cork,New Irish Registrations,Non electric,"1,337"
2008,May,Cork,New Irish Registrations,Non electric,"1,124"
2008,June,Cork,New Irish Registrations,Non electric,822
2008,July,Cork,New Irish Registrations,Non electric,"1,712"
2008,August,Cork,New Irish Registrations,Non electric,551
2008,September,Cork,New Irish Registrations,Non electric,408
2008,October,Cork,New Irish Registrations,Non electric,155
2008,November,Cork,New Irish Registrations,Non electric,46
2008,December,Cork,New Irish Registrations,Non electric,18
2008,January,Cork,New Imports,Non electric,18
2008,February,Cork,New Imports,Non electric,18
2008,March,Cork,New Imports,Non electric,12
2008,April,Cork,New Imports,Non electric,27
2008,May,Cork,New Imports,Non electric,15
2008,June,Cork,New Imports,Non electric,10
2008,July,Cork,New Imports,Non electric,7
2008,August,Cork,New Imports,Non electric,9
2008,September,Cork,New Imports,Non electric,5
2008,October,Cork,New Imports,Non electric,8
2008,November,Cork,New Imports,Non electric,3
2008,December,Cork,New Imports,Non electric,4
2008,January,Cork,Used Imports,Non electric,499
2008,February,Cork,Used Imports,Non electric,521
2008,March,Cork,Used Imports,Non electric,473
2008,April,Cork,Used Imports,Non electric,531
2008,May,Cork,Used Imports,Non electric,507
2008,June,Cork,Used Imports,Non electric,723
2008,July,Cork,Used Imports,Non electric,662
2008,August,Cork,Used Imports,Non electric,493
2008,September,Cork,Used Imports,Non electric,492
2008,October,Cork,Used Imports,Non electric,492
2008,November,Cork,Used Imports,Non electric,378
2008,December,Cork,Used Imports,Non electric,261
2008,January,Cork,New Irish Registrations,Hybrid,59
2008,February,Cork,New Irish Registrations,Hybrid,27
2008,March,Cork,New Irish Registrations,Hybrid,13
2008,April,Cork,New Irish Registrations,Hybrid,17
2008,May,Cork,New Irish Registrations,Hybrid,3
2008,June,Cork,New Irish Registrations,Hybrid,7
2008,July,Cork,New Irish Registrations,Hybrid,21
2008,August,Cork,New Irish Registrations,Hybrid,5
2008,September,Cork,New Irish Registrations,Hybrid,2
2008,October,Cork,New Irish Registrations,Hybrid,1
2008,June,Cork,New Imports,Hybrid,2
2008,January,Cork,Used Imports,Hybrid,1
2008,February,Cork,Used Imports,Hybrid,2
2008,April,Cork,Used Imports,Hybrid,1
2008,May,Cork,Used Imports,Hybrid,3
2008,June,Cork,Used Imports,Hybrid,2
2008,July,Cork,Used Imports,Hybrid,2
2008,August,Cork,Used Imports,Hybrid,4
2008,September,Cork,Used Imports,Hybrid,1
2008,October,Cork,Used Imports,Hybrid,1
2008,January,Clare,New Irish Registrations,Non electric,1
2008,February,Clare,New Irish Registrations,Non electric,2
2008,April,Clare,New Irish Registrations,Non electric,1
2008,May,Clare,New Irish Registrations,Non electric,3
2008,June,Clare,New Irish Registrations,Non electric,2
2008,July,Clare,New Irish Registrations,Non electric,2
2008,August,Clare,New Irish Registrations,Non electric,4
2008,September,Clare,New Irish Registrations,Non electric,1
2008,October,Clare,New Irish Registrations,Non electric,1
2008,November,Clare,New Irish Registrations,Non electric,9
2008,December,Clare,New Irish Registrations,Non electric,3
2008,January,Clare,New Imports,Non electric,6
2008,February,Clare,New Imports,Non electric,3
2008,March,Clare,New Imports,Non electric,2
2008,April,Clare,New Imports,Non electric,3
2008,May,Clare,New Imports,Non electric,2
2008,June,Clare,New Imports,Non electric,1
2008,July,Clare,New Imports,Non electric,6
2008,August,Clare,New Imports,Non electric,2
2008,September,Clare,New Imports,Non electric,2
2008,October,Clare,New Imports,Non electric,1
2008,January,Clare,Used Imports,Non electric,158
2008,February,Clare,Used Imports,Non electric,167
2008,March,Clare,Used Imports,Non electric,160
2008,April,Clare,Used Imports,Non electric,152
2008,May,Clare,Used Imports,Non electric,170
2008,June,Clare,Used Imports,Non electric,237
2008,July,Clare,Used Imports,Non electric,208
2008,August,Clare,Used Imports,Non electric,152
2008,September,Clare,Used Imports,Non electric,150
2008,October,Clare,Used Imports,Non electric,138
2008,November,Clare,Used Imports,Non electric,133
2008,December,Clare,Used Imports,Non electric,105
2008,January,Clare,New Irish Registrations,Hybrid,9
2008,February,Clare,New Irish Registrations,Hybrid,2
2008,March,Clare,New Irish Registrations,Hybrid,4
2008,April,Clare,New Irish Registrations,Hybrid,1
2008,May,Clare,New Irish Registrations,Hybrid,2
2008,July,Clare,New Irish Registrations,Hybrid,2
2008,September,Clare,New Irish Registrations,Hybrid,2
2008,October,Clare,New Irish Registrations,Hybrid,1
2008,January,Clare,Used Imports,Hybrid,1
2008,March,Clare,Used Imports,Hybrid,1
2008,June,Clare,Used Imports,Hybrid,1
2008,August,Clare,Used Imports,Hybrid,2
2008,January,Kerry,New Irish Registrations,Non electric,"1,200"
2008,February,Kerry,New Irish Registrations,Non electric,515
2008,March,Kerry,New Irish Registrations,Non electric,470
2008,April,Kerry,New Irish Registrations,Non electric,245
2008,May,Kerry,New Irish Registrations,Non electric,221
2008,June,Kerry,New Irish Registrations,Non electric,154
2008,July,Kerry,New Irish Registrations,Non electric,323
2008,August,Kerry,New Irish Registrations,Non electric,100
2008,September,Kerry,New Irish Registrations,Non electric,62
2008,October,Kerry,New Irish Registrations,Non electric,20
2008,November,Kerry,New Irish Registrations,Non electric,5
2008,December,Kerry,New Irish Registrations,Non electric,2
2008,January,Kerry,New Imports,Non electric,2
2008,February,Kerry,New Imports,Non electric,1
2008,March,Kerry,New Imports,Non electric,4
2008,April,Kerry,New Imports,Non electric,3
2008,May,Kerry,New Imports,Non electric,1
2008,June,Kerry,New Imports,Non electric,2
2008,July,Kerry,New Imports,Non electric,3
2008,August,Kerry,New Imports,Non electric,3
2008,September,Kerry,New Imports,Non electric,2
2008,December,Kerry,New Imports,Non electric,2
2008,January,Kerry,Used Imports,Non electric,140
2008,February,Kerry,Used Imports,Non electric,130
2008,March,Kerry,Used Imports,Non electric,134
2008,April,Kerry,Used Imports,Non electric,131
2008,May,Kerry,Used Imports,Non electric,136
2008,June,Kerry,Used Imports,Non electric,190
2008,July,Kerry,Used Imports,Non electric,152
2008,August,Kerry,Used Imports,Non electric,101
2008,September,Kerry,Used Imports,Non electric,142
2008,October,Kerry,Used Imports,Non electric,126
2008,November,Kerry,Used Imports,Non electric,96
2008,December,Kerry,Used Imports,Non electric,77
2008,January,Kerry,New Irish Registrations,Hybrid,3
2008,February,Kerry,New Irish Registrations,Hybrid,2
2008,March,Kerry,New Irish Registrations,Hybrid,2
2008,May,Kerry,New Irish Registrations,Hybrid,1
2008,July,Kerry,New Irish Registrations,Hybrid,2
2008,October,Kerry,New Irish Registrations,Hybrid,1
2008,June,Kerry,Used Imports,Hybrid,3
2008,January,Limerick,New Irish Registrations,Non electric,543
2008,February,Limerick,New Irish Registrations,Non electric,352
2008,March,Limerick,New Irish Registrations,Non electric,329
2008,April,Limerick,New Irish Registrations,Non electric,213
2008,May,Limerick,New Irish Registrations,Non electric,163
2008,June,Limerick,New Irish Registrations,Non electric,109
2008,July,Limerick,New Irish Registrations,Non electric,154
2008,August,Limerick,New Irish Registrations,Non electric,51
2008,September,Limerick,New Irish Registrations,Non electric,28
2008,October,Limerick,New Irish Registrations,Non electric,17
2008,November,Limerick,New Irish Registrations,Non electric,5
2008,December,Limerick,New Irish Registrations,Non electric,3
2008,January,Limerick,New Imports,Non electric,1
2008,March,Limerick,New Imports,Non electric,2
2008,April,Limerick,New Imports,Non electric,2
2008,July,Limerick,New Imports,Non electric,1
2008,January,Limerick,Used Imports,Non electric,32
2008,February,Limerick,Used Imports,Non electric,29
2008,March,Limerick,Used Imports,Non electric,39
2008,April,Limerick,Used Imports,Non electric,41
2008,May,Limerick,Used Imports,Non electric,33
2008,June,Limerick,Used Imports,Non electric,44
2008,July,Limerick,Used Imports,Non electric,50
2008,August,Limerick,Used Imports,Non electric,36
2008,September,Limerick,Used Imports,Non electric,23
2008,October,Limerick,Used Imports,Non electric,19
2008,November,Limerick,Used Imports,Non electric,28
2008,December,Limerick,Used Imports,Non electric,17
2008,January,Limerick,New Irish Registrations,Hybrid,9
2008,March,Limerick,New Irish Registrations,Hybrid,2
2008,July,Limerick,New Irish Registrations,Hybrid,3
2008,March,Limerick,Used Imports,Hybrid,1
2008,April,Limerick,Used Imports,Hybrid,1
2008,January,Waterford,New Irish Registrations,Non electric,675
2008,February,Waterford,New Irish Registrations,Non electric,389
2008,March,Waterford,New Irish Registrations,Non electric,381
2008,April,Waterford,New Irish Registrations,Non electric,277
2008,May,Waterford,New Irish Registrations,Non electric,207
2008,June,Waterford,New Irish Registrations,Non electric,106
2008,July,Waterford,New Irish Registrations,Non electric,262
2008,August,Waterford,New Irish Registrations,Non electric,44
2008,September,Waterford,New Irish Registrations,Non electric,23
2008,October,Waterford,New Irish Registrations,Non electric,10
2008,November,Waterford,New Irish Registrations,Non electric,4
2008,December,Waterford,New Irish Registrations,Non electric,2
2008,January,Waterford,New Imports,Non electric,4
2008,February,Waterford,New Imports,Non electric,3
2008,April,Waterford,New Imports,Non electric,1
2008,May,Waterford,New Imports,Non electric,2
2008,June,Waterford,New Imports,Non electric,1
2008,July,Waterford,New Imports,Non electric,1
2008,September,Waterford,New Imports,Non electric,1
2008,January,Waterford,Used Imports,Non electric,27
2008,February,Waterford,Used Imports,Non electric,25
2008,March,Waterford,Used Imports,Non electric,39
2008,April,Waterford,Used Imports,Non electric,40
2008,May,Waterford,Used Imports,Non electric,41
2008,June,Waterford,Used Imports,Non electric,33
2008,July,Waterford,Used Imports,Non electric,26
2008,August,Waterford,Used Imports,Non electric,26
2008,September,Waterford,Used Imports,Non electric,32
2008,October,Waterford,Used Imports,Non electric,29
2008,November,Waterford,Used Imports,Non electric,15
2008,December,Waterford,Used Imports,Non electric,17
2008,January,Waterford,New Irish Registrations,Hybrid,3
2008,February,Waterford,New Irish Registrations,Hybrid,2
2008,March,Waterford,New Irish Registrations,Hybrid,1
2008,May,Waterford,New Irish Registrations,Hybrid,1
2008,June,Waterford,New Irish Registrations,Hybrid,1
2008,July,Waterford,New Irish Registrations,Hybrid,6
2008,August,Waterford,New Irish Registrations,Hybrid,1
2008,June,Waterford,Used Imports,Hybrid,1
2008,September,Waterford,Used Imports,Hybrid,1
2008,January,Cavan,New Irish Registrations,Non electric,599
2008,February,Cavan,New Irish Registrations,Non electric,348
2008,March,Cavan,New Irish Registrations,Non electric,307
2008,April,Cavan,New Irish Registrations,Non electric,132
2008,May,Cavan,New Irish Registrations,Non electric,103
2008,June,Cavan,New Irish Registrations,Non electric,57
2008,July,Cavan,New Irish Registrations,Non electric,158
2008,August,Cavan,New Irish Registrations,Non electric,59
2008,September,Cavan,New Irish Registrations,Non electric,32
2008,October,Cavan,New Irish Registrations,Non electric,15
2008,November,Cavan,New Irish Registrations,Non electric,5
2008,December,Cavan,New Irish Registrations,Non electric,1
2008,January,Cavan,New Imports,Non electric,4
2008,February,Cavan,New Imports,Non electric,4
2008,March,Cavan,New Imports,Non electric,2
2008,April,Cavan,New Imports,Non electric,7
2008,May,Cavan,New Imports,Non electric,7
2008,June,Cavan,New Imports,Non electric,2
2008,July,Cavan,New Imports,Non electric,3
2008,September,Cavan,New Imports,Non electric,1
2008,October,Cavan,New Imports,Non electric,1
2008,November,Cavan,New Imports,Non electric,1
2008,January,Cavan,Used Imports,Non electric,91
2008,February,Cavan,Used Imports,Non electric,117
2008,March,Cavan,Used Imports,Non electric,75
2008,April,Cavan,Used Imports,Non electric,89
2008,May,Cavan,Used Imports,Non electric,96
2008,June,Cavan,Used Imports,Non electric,126
2008,July,Cavan,Used Imports,Non electric,182
2008,August,Cavan,Used Imports,Non electric,115
2008,September,Cavan,Used Imports,Non electric,102
2008,October,Cavan,Used Imports,Non electric,103
2008,November,Cavan,Used Imports,Non electric,70
2008,December,Cavan,Used Imports,Non electric,49
2008,February,Cavan,New Irish Registrations,Hybrid,1
2008,May,Cavan,New Irish Registrations,Hybrid,1
2008,October,Cavan,New Irish Registrations,Hybrid,1
2008,August,Cavan,New Imports,Hybrid,1
2008,January,Donegal,New Irish Registrations,Non electric,"1,099"
2008,February,Donegal,New Irish Registrations,Non electric,505
2008,March,Donegal,New Irish Registrations,Non electric,410
2008,April,Donegal,New Irish Registrations,Non electric,288
2008,May,Donegal,New Irish Registrations,Non electric,164
2008,June,Donegal,New Irish Registrations,Non electric,115
2008,July,Donegal,New Irish Registrations,Non electric,347
2008,August,Donegal,New Irish Registrations,Non electric,114
2008,September,Donegal,New Irish Registrations,Non electric,85
2008,October,Donegal,New Irish Registrations,Non electric,32
2008,November,Donegal,New Irish Registrations,Non electric,14
2008,December,Donegal,New Irish Registrations,Non electric,2
2008,January,Donegal,New Imports,Non electric,1
2008,February,Donegal,New Imports,Non electric,13
2008,March,Donegal,New Imports,Non electric,11
2008,April,Donegal,New Imports,Non electric,10
2008,May,Donegal,New Imports,Non electric,6
2008,June,Donegal,New Imports,Non electric,5
2008,July,Donegal,New Imports,Non electric,13
2008,August,Donegal,New Imports,Non electric,12
2008,September,Donegal,New Imports,Non electric,10
2008,October,Donegal,New Imports,Non electric,10
2008,November,Donegal,New Imports,Non electric,4
2008,December,Donegal,New Imports,Non electric,3
2008,January,Donegal,Used Imports,Non electric,477
2008,February,Donegal,Used Imports,Non electric,467
2008,March,Donegal,Used Imports,Non electric,368
2008,April,Donegal,Used Imports,Non electric,408
2008,May,Donegal,Used Imports,Non electric,398
2008,June,Donegal,Used Imports,Non electric,546
2008,July,Donegal,Used Imports,Non electric,608
2008,August,Donegal,Used Imports,Non electric,347
2008,September,Donegal,Used Imports,Non electric,373
2008,October,Donegal,Used Imports,Non electric,394
2008,November,Donegal,Used Imports,Non electric,305
2008,December,Donegal,Used Imports,Non electric,183
2008,January,Donegal,New Irish Registrations,Hybrid,3
2008,February,Donegal,New Irish Registrations,Hybrid,1
2008,March,Donegal,New Irish Registrations,Hybrid,3
2008,April,Donegal,New Irish Registrations,Hybrid,2
2008,July,Donegal,New Irish Registrations,Hybrid,1
2008,October,Donegal,New Irish Registrations,Hybrid,1
2008,February,Donegal,Used Imports,Hybrid,1
2008,November,Donegal,Used Imports,Hybrid,1
2008,January,Monaghan,New Irish Registrations,Non electric,476
2008,February,Monaghan,New Irish Registrations,Non electric,237
2008,March,Monaghan,New Irish Registrations,Non electric,179
2008,April,Monaghan,New Irish Registrations,Non electric,123
2008,May,Monaghan,New Irish Registrations,Non electric,82
2008,June,Monaghan,New Irish Registrations,Non electric,77
2008,July,Monaghan,New Irish Registrations,Non electric,174
2008,August,Monaghan,New Irish Registrations,Non electric,31
2008,September,Monaghan,New Irish Registrations,Non electric,26
2008,October,Monaghan,New Irish Registrations,Non electric,13
2008,November,Monaghan,New Irish Registrations,Non electric,3
2008,January,Monaghan,New Imports,Non electric,5
2008,February,Monaghan,New Imports,Non electric,3
2008,March,Monaghan,New Imports,Non electric,3
2008,April,Monaghan,New Imports,Non electric,4
2008,May,Monaghan,New Imports,Non electric,4
2008,June,Monaghan,New Imports,Non electric,1
2008,July,Monaghan,New Imports,Non electric,9
2008,August,Monaghan,New Imports,Non electric,9
2008,September,Monaghan,New Imports,Non electric,2
2008,October,Monaghan,New Imports,Non electric,7
2008,November,Monaghan,New Imports,Non electric,2
2008,January,Monaghan,Used Imports,Non electric,109
2008,February,Monaghan,Used Imports,Non electric,108
2008,March,Monaghan,Used Imports,Non electric,100
2008,April,Monaghan,Used Imports,Non electric,97
2008,May,Monaghan,Used Imports,Non electric,106
2008,June,Monaghan,Used Imports,Non electric,109
2008,July,Monaghan,Used Imports,Non electric,262
2008,August,Monaghan,Used Imports,Non electric,109
2008,September,Monaghan,Used Imports,Non electric,124
2008,October,Monaghan,Used Imports,Non electric,96
2008,November,Monaghan,Used Imports,Non electric,83
2008,December,Monaghan,Used Imports,Non electric,44
2008,January,Monaghan,New Irish Registrations,Hybrid,1
2008,April,Monaghan,New Irish Registrations,Hybrid,3
2008,July,Monaghan,New Irish Registrations,Hybrid,1
2008,July,Monaghan,New Imports,Hybrid,1
2008,July,Monaghan,Used Imports,Hybrid,1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
